"specRPName","errorExample","errorExampleReasonFromValidation","errorExampleReasonFromMock"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetwork/ManagedNetworksListBySubscription.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ScopeAssignment/ScopeAssignmentsGet.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ScopeAssignment/ScopeAssignmentsPut.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ScopeAssignment/ScopeAssignmentsDelete.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ScopeAssignment/ScopeAssignmentsList.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetworkGroup/ManagedNetworkGroupsGet.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetworkGroup/ManagedNetworkGroupsPut.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetworkGroup/ManagedNetworkGroupsDelete.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetworkGroup/ManagedNetworkGroupsListByManagedNetwork.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetworkPeeringPolicy/ManagedNetworkPeeringPoliciesGet.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetworkPeeringPolicy/ManagedNetworkPeeringPoliciesPut.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetworkPeeringPolicy/ManagedNetworkPeeringPoliciesDelete.json","","Wrong operaion api version"
"managednetwork","specification/managednetwork/resource-manager/Microsoft.ManagedNetwork/preview/2019-06-01-preview/examples/ManagedNetworkPeeringPolicy/ManagedNetworkPeeringPoliciesListByManagedNetwork.json","","Wrong operaion api version"
"managednetwork","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"maps","specification/maps/resource-manager/Microsoft.Maps/preview/2021-12-01-preview/examples/ListAccountsByResourceGroup.json","","Wrong operaion api version"
"maps","specification/maps/resource-manager/Microsoft.Maps/preview/2021-12-01-preview/examples/GetOperationsSubscription.json","","Wrong operaion api version"
"mariadb","specification/mariadb/resource-manager/Microsoft.DBforMariaDB/stable/2020-01-01/examples/ServerStart.json","","N/A"
"mariadb","specification/mariadb/resource-manager/Microsoft.DBforMariaDB/stable/2020-01-01/examples/ServerStop.json","","N/A"
"mariadb","specification/mariadb/resource-manager/Microsoft.DBforMariaDB/stable/2018-06-01/examples/ConfigurationsUpdateByServer.json","","Example request not match with schema"
"mariadb","specification/mariadb/resource-manager/Microsoft.DBforMariaDB/stable/2018-06-01/examples/ConfigurationsUpdateByServer.json","INVALID_TYPE",""
"marketplace","specification/marketplace/resource-manager/Microsoft.Marketplace/stable/2021-06-01/examples/CreatePrivateStoreCollection.json","","Wrong operaion api version"
"marketplace","specification/marketplace/resource-manager/Microsoft.Marketplace/stable/2021-06-01/examples/DeletePrivateStoreCollection.json","","Wrong operaion api version"
"marketplace","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"marketplaceordering","specification/marketplaceordering/resource-manager/Microsoft.MarketplaceOrdering/stable/2021-01-01/examples/GetMarketplaceTerms.json","","Wrong operaion api version"
"marketplaceordering","specification/marketplaceordering/resource-manager/Microsoft.MarketplaceOrdering/stable/2021-01-01/examples/SetMarketplaceTerms.json","","Wrong operaion api version"
"marketplaceordering","specification/marketplaceordering/resource-manager/Microsoft.MarketplaceOrdering/stable/2021-01-01/examples/SignMarketplaceTerms.json","","Wrong operaion api version"
"marketplaceordering","specification/marketplaceordering/resource-manager/Microsoft.MarketplaceOrdering/stable/2021-01-01/examples/CancelMarketplaceTerms.json","","Wrong operaion api version"
"marketplaceordering","specification/marketplaceordering/resource-manager/Microsoft.MarketplaceOrdering/stable/2021-01-01/examples/GetAgreementMarketplaceTerms.json","","Wrong operaion api version"
"marketplaceordering","specification/marketplaceordering/resource-manager/Microsoft.MarketplaceOrdering/stable/2021-01-01/examples/ListMarketplaceTerms.json","","Wrong operaion api version"
"marketplaceordering","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"mediaservices","specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/examples/assets-get-encryption-keys.json","","Example response not match with schema"
"mediaservices","specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/examples/content-key-policies-create-nodrm-token.json","","Example request not match with schema"
"mediaservices","specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/examples/content-key-policies-get-with-secrets.json","","Example response not match with schema"
"mediaservices","specification/mediaservices/resource-manager/Microsoft.Media/stable/2021-06-01/examples/streaming-policies-list.json","","N/A"
"migrate","specification/migrate/resource-manager/Microsoft.Migrate/stable/2019-10-01/examples/Operations_List.json","","Operation do not have api version param"
"mixedreality","specification/mixedreality/resource-manager/Microsoft.MixedReality/preview/2021-03-01-preview/examples/proxy/CheckNameAvailabilityForLocalUniqueness.json","","Wrong operaion api version"
"monitor","specification/mixedreality/resource-manager/Microsoft.MixedReality/preview/2021-03-01-preview/examples/proxy/CheckNameAvailabilityForLocalUniqueness.json","LRO_RESPONSE_HEADER",""
"monitor","specification/mixedreality/resource-manager/Microsoft.MixedReality/preview/2021-03-01-preview/examples/proxy/CheckNameAvailabilityForLocalUniqueness.json","INVALID_FORMAT",""
"monitor","specification/mixedreality/resource-manager/Microsoft.MixedReality/preview/2021-03-01-preview/examples/proxy/CheckNameAvailabilityForLocalUniqueness.json","INVALID_FORMAT",""
"monitor","specification/mixedreality/resource-manager/Microsoft.MixedReality/preview/2021-03-01-preview/examples/proxy/CheckNameAvailabilityForLocalUniqueness.json","INVALID_FORMAT",""
"monitor","specification/monitor/resource-manager/Microsoft.Insights/stable/2018-04-16/examples/listScheduledQueryRules.json","","Wrong operaion api version"
"monitor","specification/monitor/resource-manager/Microsoft.Insights/stable/2018-04-16/examples/listScheduledQueryRules.json","","Wrong operaion api version"
"mysql","specification/mysql/resource-manager/Microsoft.DBforMySQL/stable/2020-01-01/examples/ServerStart.json","","N/A"
"mysql","specification/mysql/resource-manager/Microsoft.DBforMySQL/stable/2020-01-01/examples/ServerStop.json","","N/A"
"mysql","specification/mysql/resource-manager/Microsoft.DBforMySQL/stable/2020-01-01/examples/ServerUpgrade.json","","N/A"
"mysql","specification/mysql/resource-manager/Microsoft.DBforMySQL/stable/2017-12-01/examples/ConfigurationsUpdateByServer.json","","Example request not match with schema"
"mysql","specification/mysql/resource-manager/Microsoft.DBforMySQL/stable/2017-12-01/examples/ServerSecurityAlertsGet.json","","Wrong operaion api version"
"mysql","specification/mysql/resource-manager/Microsoft.DBforMySQL/stable/2017-12-01/examples/ServerSecurityAlertsGet.json","INVALID_TYPE",""
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/ApplicationGatewayGet.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/ApplicationGatewayCreate.json","","Example request not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/ApplicationGatewayPrivateEndpointConnectionUpdate.json","","Example request not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/AzureFirewallPutWithAdditionalProperties.json","","Example request not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/BastionSessionDelete.json","","Example request not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VmssVmPublicIpList.json","","Example request not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VmssPublicIpGet.json","","Example request not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/DscpConfigurationGet.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/DscpConfigurationList.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/DscpConfigurationListAll.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/ExpressRouteCircuitPeeringCreate.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/ExpressRouteCircuitPeeringList.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/FirewallPolicyQuerySignatureOverrides.json","","Operation do not have api version param"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/FirewallPolicySignatureOverridesPatch.json","","Operation do not have api version param"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/FirewallPolicySignatureOverridesPut.json","","Operation do not have api version param"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/FirewallPolicySignatureOverridesGet.json","","Operation do not have api version param"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/FirewallPolicySignatureOverridesList.json","","Operation do not have api version param"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/FirewallPolicyQuerySignatureOverridesFilterValues.json","","Operation do not have api version param"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/InboundSecurityRulePut.json","","OPERATION_NOT_FOUND_IN_CACHE"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/PrivateLinkServiceUpdatePrivateEndpointConnection.json","","Example request not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/CheckPrivateLinkServiceVisibility.json","","LRO operation has no cooresponding get operation"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/CheckPrivateLinkServiceVisibilityByResourceGroup.json","","LRO operation has no cooresponding get operation"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/ServiceTagInformationListResultWithNoAddressPrefixes.json","","Example request not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualNetworkGatewayGenerateVpnClientPackage.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualNetworkGatewayStartPacketCaptureFilterData.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualNetworkGatewayStopPacketCapture.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualNetworkGatewayConnectionStartPacketCaptureFilterData.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualNetworkGatewayConnectionStopPacketCapture.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualNetworkGatewayConnectionGetIkeSas.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualNetworkGatewayConnectionReset.json","","Wrong operaion api version"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualNetworkGatewayNatRuleList.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualWANGet.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualWANPut.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualWANUpdateTags.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualWANListByResourceGroup.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualWANList.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnSiteUpdateTags.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnSiteListByResourceGroup.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnSiteList.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/HubVirtualNetworkConnectionList.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnGatewayStartPacketCaptureFilterData.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnGatewayStopPacketCapture.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnSiteLinkConnectionReset.json","","Wrong operaion api version"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnSiteLinkConnectionGetIkeSas.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnConnectionStartPacketCaptureFilterData.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VpnConnectionStopPacketCapture.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/VirtualHubRouteTableV2List.json","","Example response not match with schema"
"network","specification/network/resource-manager/Microsoft.Network/stable/2021-05-01/examples/HubRouteTableList.json","","Example response not match with schema"
"oep","specification/oep/resource-manager/Microsoft.OpenEnergyPlatform/preview/2021-06-01-preview/examples/Locations_CheckNameAvailability.json","","Operation do not have api version param"
"oep","specification/oep/resource-manager/Microsoft.OpenEnergyPlatform/preview/2021-06-01-preview/examples/OepResource_Create.json","","Operation do not have api version param"
"operationalinsights","specification/operationalinsights/resource-manager/Microsoft.OperationalInsights/preview/2021-12-01-preview/examples/WorkspacesGet.json","","Example response not match with schema"
"operationalinsights","specification/operationalinsights/resource-manager/Microsoft.OperationalInsights/preview/2021-12-01-preview/examples/TablesDelete.json","","Example request not match with schema"
"operationalinsights","specification/operationalinsights/resource-manager/Microsoft.OperationalInsights/stable/2020-08-01/examples/StorageInsightsListByWorkspace.json","","Example response not match with schema"
"operationalinsights","specification/operationalinsights/resource-manager/Microsoft.OperationalInsights/stable/2020-08-01/examples/SavedSearchesListByWorkspace.json","","Example response not match with schema"
"operationalinsights","specification/operationalinsights/resource-manager/Microsoft.OperationalInsights/stable/2021-06-01/examples/ClustersGet.json","","Example response not match with schema"
"operationsmanagement","specification/operationsmanagement/resource-manager/Microsoft.OperationsManagement/preview/2015-11-01-preview/examples/SolutionDelete.json","","LRO response not contains 200 response"
"operationsmanagement","specification/operationsmanagement/resource-manager/Microsoft.OperationsManagement/preview/2015-11-01-preview/examples/ManagementAssociationListForSubscription.json","","Example response not match with schema"
"operationsmanagement","specification/operationsmanagement/resource-manager/Microsoft.OperationsManagement/preview/2015-11-01-preview/examples/ManagementConfigurationListForSubscription.json","","Example response not match with schema"
"operationsmanagement","specification/operationsmanagement/resource-manager/Microsoft.OperationsManagement/preview/2015-11-01-preview/examples/OperationsList.json","","Example response not match with schema"
"orbital","specification/orbital/resource-manager/Microsoft.Orbital/preview/2021-04-04-preview/examples/SpacecraftCreate.json","","Example request not match with schema"
"orbital","specification/orbital/resource-manager/Microsoft.Orbital/preview/2021-04-04-preview/examples/ContactProfileCreate.json","","Example request not match with schema"
"policyinsights","specification/policyinsights/resource-manager/Microsoft.PolicyInsights/stable/2019-10-01/examples/PolicyStates_TriggerSubscriptionEvaluation.json","","N/A"
"policyinsights","specification/policyinsights/resource-manager/Microsoft.PolicyInsights/stable/2019-10-01/examples/PolicyStates_TriggerResourceGroupEvaluation.json","","N/A"
"postgresql","specification/postgresql/resource-manager/Microsoft.DBforPostgreSQL/stable/2017-12-01/examples/ConfigurationsUpdateByServer.json","","Example request not match with schema"
"postgresql","specification/postgresql/resource-manager/Microsoft.DBforPostgreSQL/stable/2017-12-01/examples/ServerSecurityAlertsGet.json","","Wrong operaion api version"
"postgresqlhsc","specification/postgresqlhsc/resource-manager/Microsoft.DBforPostgreSQL/preview/2020-10-05-privatepreview/examples/RoleCreate.json","","OPERATION_NOT_FOUND_IN_CACHE"
"powerbiembedded","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"powerbiprivatelinks","specification/powerbiprivatelinks/resource-manager/Microsoft.PowerBI/stable/2020-06-01/examples/PrivateLinkServiceResourceOperationResults_Get.json","","Example response not match with schema"
"powerplatform","specification/powerplatform/resource-manager/Microsoft.PowerPlatform/preview/2020-10-30-preview/examples/getEnterprisePolicy.json","","Example response not match with schema"
"privatedns","specification/privatedns/resource-manager/Microsoft.Network/stable/2020-06-01/examples/VirtualNetworkLinkPut.json","","Duplicated example id"
"privatedns","specification/privatedns/resource-manager/Microsoft.Network/stable/2020-06-01/examples/VirtualNetworkLinkPatch.json","","Duplicated example id"
"privatedns","specification/privatedns/resource-manager/Microsoft.Network/stable/2020-06-01/examples/VirtualNetworkLinkDelete.json","","Duplicated example id"
"privatedns","specification/privatedns/resource-manager/Microsoft.Network/stable/2020-06-01/examples/VirtualNetworkLinkGet.json","","Duplicated example id"
"privatedns","specification/privatedns/resource-manager/Microsoft.Network/stable/2020-06-01/examples/VirtualNetworkLinkList.json","","Duplicated example id"
"privatedns","specification/privatedns/resource-manager/Microsoft.Network/stable/2020-06-01/examples/VirtualNetworkLinkList.json","OBJECT_ADDITIONAL_PROPERTIES",""
"providerhub","specification/providerhub/resource-manager/Microsoft.ProviderHub/stable/2020-11-20/examples/Operations_List.json","","Operation do not have api version param"
"quantum","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"recoveryservices","specification/recoveryservices/resource-manager/Microsoft.RecoveryServices/preview/2021-11-01-preview/examples/PUTVaultCred.json","","Example request not match with schema"
"recoveryservices","specification/recoveryservices/resource-manager/Microsoft.RecoveryServices/preview/2021-11-01-preview/examples/UpdateVaultExtendedInfo.json","","Example request not match with schema"
"recoveryservices","specification/recoveryservices/resource-manager/Microsoft.RecoveryServices/preview/2021-11-01-preview/examples/UpdateVaultExtendedInfo.json","","Example request not match with schema"
"recoveryservicesbackup","specification/recoveryservicesbackup/resource-manager/Microsoft.RecoveryServices/stable/2021-12-01/examples/AzureIaasVm/TriggerRestore_RestoreDisks_IaasVMRestoreRequest_IdentityBasedRestoreDetails.json","","Wrong operaion api version"
"recoveryservicesbackup","specification/recoveryservicesbackup/resource-manager/Microsoft.RecoveryServices/stable/2021-12-01/examples/AzureStorage/ProtectionPolicies_CreateOrUpdate_Hourly.json","","Example request not match with schema"
"recoveryservicesbackup","specification/recoveryservicesbackup/resource-manager/Microsoft.RecoveryServices/stable/2021-12-01/examples/AzureIaasVm/ProtectionPolicies_Delete.json","","LRO response not contains 200 response"
"recoveryservicesbackup","specification/recoveryservicesbackup/resource-manager/Microsoft.RecoveryServices/stable/2021-12-01/examples/AzureIaasVm/ValidateOperation_RestoreDisk_IdentityBasedRestoreDetails.json","","Wrong operaion api version"
"recoveryservicesbackup","specification/recoveryservicesbackup/resource-manager/Microsoft.RecoveryServices/stable/2021-12-01/examples/AzureIaasVm/TriggerValidateOperation_RestoreDisk.json","","LRO operation has no cooresponding get operation"
"recoveryservicessiterecovery","specification/recoveryservicessiterecovery/resource-manager/Microsoft.RecoveryServices/stable/2021-12-01/examples/ReplicationVaultHealth_Refresh.json","","LRO operation has no cooresponding get operation"
"redis","specification/redis/resource-manager/Microsoft.Cache/stable/2021-06-01/examples/RedisCacheListUpgradeNotifications.json","","Example request not match with schema"
"redis","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"redisenterprise","specification/redisenterprise/resource-manager/Microsoft.Cache/stable/2022-01-01/examples/OperationsList.json","","Wrong operaion api version"
"redisenterprise","specification/redisenterprise/resource-manager/Microsoft.Cache/stable/2022-01-01/examples/RedisEnterpriseDatabasesCreateWithGeoReplication.json","","Wrong operaion api version"
"redisenterprise","specification/redisenterprise/resource-manager/Microsoft.Cache/stable/2022-01-01/examples/RedisEnterpriseDatabasesForceUnlink.json","","Wrong operaion api version"
"reservations","specification/reservations/resource-manager/Microsoft.Capacity/stable/2021-07-01/examples/SplitReservation.json","","Example response not match with schema"
"reservations","specification/reservations/resource-manager/Microsoft.Capacity/stable/2021-07-01/examples/MergeReservations.json","","Example response not match with schema"
"reservations","specification/reservations/resource-manager/Microsoft.Capacity/stable/2021-07-01/examples/GetReservations.json","","Example request not match with schema"
"reservations","specification/reservations/resource-manager/Microsoft.Capacity/stable/2021-07-01/examples/CalculateExchange.json","","LRO operation has no cooresponding get operation"
"reservations","specification/reservations/resource-manager/Microsoft.Capacity/stable/2021-07-01/examples/Exchange.json","","LRO operation has no cooresponding get operation"
"reservations","specification/reservations/resource-manager/Microsoft.Capacity/stable/2020-10-25/examples/getQuotaRequestStatusInProgress.json","","Wrong operaion api version"
"resourcehealth","specification/resourcehealth/resource-manager/Microsoft.ResourceHealth/stable/2017-07-01/examples/AvailabilityStatuses_ListByResourceGroup.json","","Wrong operaion api version"
"resourcehealth","specification/resourcehealth/resource-manager/Microsoft.ResourceHealth/stable/2017-07-01/examples/AvailabilityStatus_GetByResource.json","","Wrong operaion api version"
"resourcehealth","specification/resourcehealth/resource-manager/Microsoft.ResourceHealth/stable/2017-07-01/examples/AvailabilityStatuses_List.json","","Wrong operaion api version"
"resourcehealth","specification/resourcehealth/resource-manager/Microsoft.ResourceHealth/stable/2017-07-01/examples/ChildAvailabilityStatus_GetByResource.json","","Wrong operaion api version"
"resourcehealth","specification/resourcehealth/resource-manager/Microsoft.ResourceHealth/stable/2017-07-01/examples/ChildAvailabilityStatuses_List.json","","Wrong operaion api version"
"resourcehealth","specification/resourcehealth/resource-manager/Microsoft.ResourceHealth/stable/2017-07-01/examples/ChildResources_List.json","","Wrong operaion api version"
"resourcehealth","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/PutDeploymentAtScope.json","","Duplicated example id"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/PostDeploymentWhatIfOnTenant.json","","Example request not match with schema"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/PostDeploymentWhatIfOnManagementGroup.json","","Example request not match with schema"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/PostDeploymentWhatIfOnSubscription.json","","Example request not match with schema"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/PostDeploymentWhatIfOnResourceGroup.json","","Example request not match with schema"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/GetProviderPermissions.json","","OPERATION_NOT_FOUND_IN_CACHE_WITH_PROVIDER"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/GetProvider.json","","OPERATION_NOT_FOUND_IN_CACHE_WITH_PROVIDER"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/GetNamedProviderAtTenant.json","","OPERATION_NOT_FOUND_IN_CACHE"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/GetProviderResourceTypes.json","","OPERATION_NOT_FOUND_IN_CACHE_WITH_PROVIDER"
"resources","specification/resources/resource-manager/Microsoft.Resources/stable/2021-04-01/examples/ForceDeleteVMsAndVMSSInResourceGroup.json","","Wrong operaion api version"
"resources","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"saas","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasV2/SaasDelete.json","","LRO response not contains 200 response"
"saas","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","","LRO operation has no cooresponding get operation"
"scheduler","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
